addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
"49, Insadong-gil, Jongno-gu, Seoul",,1,A04,A0401,A04011000,2954705,79,20230125201106,,,,126.9835675554,37.5745200760,6,20240416162846,23,,Line Friends - Insa Branch [Tax Refund Shop] (라인프렌즈 인사점),03145
"141, Yanghwa-ro, Mapo-gu, Seoul",,1,A04,A0401,A04011000,3323643,79,20240625075552,http://tong.visitkorea.or.kr/cms/resource/19/3314119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3314119_image3_1.jpg,Type3,126.9216848363,37.5558072531,6,20240627015006,13,,Line Friends Flagship Store - Hongdae Branch [Tax Refund Shop] (라인프렌즈홍대플래그십스토어),03995
"120, Dongil-ro 20-gil, Gwangjin-gu, Seoul",,1,A04,A0401,A04011000,2959976,79,20230128150740,,,,127.0699412378,37.5394451483,6,20240418143020,6,,Line Optical - Konkuk Univ. Branch [Tax Refund Shop] (라인안경콘택트 건대),05073
"209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,3324181,79,20240625090044,http://tong.visitkorea.or.kr/cms/resource/47/3313547_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/47/3313547_image3_1.jpeg,Type3,126.9249974851,37.4905482278,6,20240626211731,5,,Line [Tax Refund Shop] (라인),08708
"#D001, 513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2958898,79,20230204101932,,,,127.0592179950,37.5119175967,6,20240418094252,1,,Linko - Coex Branch [Tax Refund Shop] (링코제일 코엑스),06164
"1F, Bldg 8, 219, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,3325095,79,20240625105118,,,,127.0080588856,37.5075671831,6,20240626211521,15,,Lisbon Glasses [Tax Refund Shop] (리스본안경원),06512
"46, Dongil-ro 204ga-gil, Nowon-gu, Seoul",,1,A04,A0401,A04011000,3325031,79,20240625104132,http://tong.visitkorea.or.kr/cms/resource/50/3314850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3314850_image3_1.jpg,Type3,127.0679274101,37.6413416033,6,20240627020838,9,,List - 2001 Outlet Junggye Branch [Tax Refund Shop]  (리스트 2001아울렛 중계),01783
"3F, 66, Chungmin-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955782,79,20230129170719,,,,127.1249768726,37.4776672007,6,20240423092653,18,,List - Hyundai Garden5 Branch [Tax Refund Shop] (리스트 현대가든파이브),05838
"405, Hangang-daero, Jung-gu, Seoul",,1,A04,A0401,A04011000,2957709,79,20230117180557,http://tong.visitkorea.or.kr/cms/resource/76/2890076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2890076_image3_1.jpg,Type3,126.9717664185,37.5545416306,6,20240422084711,24,,List - Lotte Seoul Station Branch [Tax Refund Shop] (리스트 롯데 서울역점),04509
"4F, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,3323187,79,20240625002929,http://tong.visitkorea.or.kr/cms/resource/88/3313288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3313288_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240626211027,24,,List [Tax Refund Shop] (리스트),04563
"9, Digital-ro 10-gil, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323499,79,20240625073730,http://tong.visitkorea.or.kr/cms/resource/42/3313442_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3313442_image3_1.jpg,Type3,126.8890705637,37.4776713039,6,20240627021920,8,,List [Tax Refund Shop] (리스트),08514
"209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,3324271,79,20240625091509,http://tong.visitkorea.or.kr/cms/resource/00/3314900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3314900_image3_1.jpg,Type3,126.9249974851,37.4905482278,6,20240628085642,5,,List [Tax Refund Shop] (리스트),08708
"49, Hakdong-ro 56-gil, Gangnam-gu, Seoul",,1,A05,A0502,A05020900,2480825,82,20170214020527,http://tong.visitkorea.or.kr/cms/resource/03/2479703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2479703_image3_1.jpg,Type3,127.0435221411,37.5140281802,,20190128182153,1,,Little & Much (리틀앤머치),06092
"9, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324619,79,20240625095826,http://tong.visitkorea.or.kr/cms/resource/61/3313661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3313661_image3_1.jpg,Type3,126.9055901684,37.5172308925,6,20240627013838,20,,Little Ground [Tax Refund Shop] (리틀그라운드),07305
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3323167,79,20240625002531,http://tong.visitkorea.or.kr/cms/resource/90/3314090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3314090_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240627014911,7,,Little King - NC Singuro Branch [Tax Refund Shop] (리틀킹 nc신구로),08292
"146, Daehak-ro, Jongno-gu, Seoul",,1,A02,A0208,A02080300,997034,85,20100413192934,,,,127.0020489267,37.5843109371,6,20200403001405,23,"• 1330 Travel Hotline: +82-2-1330 <br>(Korean, English, Japanese, Chinese) <br> • For more info: +82-2-3143-5959",Live Fusion Gukak Music Performance Fanta-Stick (판타스틱),03084
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3326106,79,20240625133127,http://tong.visitkorea.or.kr/cms/resource/14/3313914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3313914_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240627023328,7,,Live On - NC Singuro Branch [Tax Refund Shop] (라이브온 nc신구로),08292
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3324385,79,20240625093134,http://tong.visitkorea.or.kr/cms/resource/07/3314407_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/07/3314407_image3_1.jpeg,Type3,126.8884169673,37.5089148857,6,20240627015720,7,,Liz Diamonds [Tax Refund Shop] (리즈다이아),08209
"1F, 94-3, Eoulmadang-ro, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2961013,79,20230206125144,http://tong.visitkorea.or.kr/cms/resource/70/2887770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2887770_image3_1.jpg,Type3,126.9223459534,37.5534519832,6,20240422121042,13,,Lize Company - Hongdae Branch [Tax Refund Shop] (라이즈컴퍼니 홍대점),04040
"1F, 31, Daemyeong-gil, Jongno-gu, Seoul",,1,A04,A0401,A04011000,2954526,79,20230120135414,,,,126.9998991564,37.5831193700,6,20240417150855,23,,Lloyd - Daehangno Branch [Tax Refund Shop] (로이드 대학로),03078
"20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",지하1층로이드,1,A04,A0401,A04011000,3326114,79,20240625133154,http://tong.visitkorea.or.kr/cms/resource/20/2888920_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2888920_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240627024153,24,,Lloyd - Hyundai City Outlets Dongdaemun Branch [Tax Refund Shop] (로이드현대시티아울렛동대문점),04563
"2F Lotte Outlet Seoul Station Branch, 405, Hangang-daero, Yongsan-gu, Seoul","LLOYD, 2F of Lotte Outlet Seoul Station Branch",1,A04,A0401,A04011000,2959576,79,20230206124058,http://tong.visitkorea.or.kr/cms/resource/17/2878417_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2878417_image3_1.jpg,Type3,126.9717469660,37.5548915897,6,20240418103421,21,,Lloyd - Lotte Seoul Station Branch [Tax Refund Shop] (로이드 롯데서울역),04320
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3326226,79,20240625134009,http://tong.visitkorea.or.kr/cms/resource/53/3313653_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3313653_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240627022601,7,,Lloyd - NC Singuro Branch [Tax Refund Shop] (로이드 nc신구로),08292
"Store #60, B1, B20 Yeongjung-ro, Yeongdeungpo-gu, Seoul","Store# 60, B1",1,A04,A0401,A04011000,2960113,79,20230128152844,http://tong.visitkorea.or.kr/cms/resource/33/2880033_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2880033_image3_1.jpg,Type3,126.9058567905,37.5179585902,6,20240416165541,20,,Lloyd - Yeongdeungpo Branch [Tax Refund Shop] (로이드 영등포점),07302
"162, Apgujeong-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04010600,1029600,79,20100525003422,http://tong.visitkorea.or.kr/cms/resource/03/1020703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1020703_image3_1.jpg,Type3,127.0274454790,37.5263042437,6,20221019143520,1,+82-2-511-2427,Loccitane (록시땅),06030
"2F, 517, Teheran-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2956139,79,20230125231358,,,,127.0597791462,37.5086679839,6,20240419100233,1,,Loewe - Hyundai Department Store Trade Center Branch [Tax Refund Shop] (로에베현대무역점),06164
"1F, 240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955507,79,20230124234257,http://tong.visitkorea.or.kr/cms/resource/35/2879235_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2879235_image3_1.jpg,Type3,127.1040749597,37.5141653654,6,20240422122129,18,,LOHB’s - Lotte Mart Jamsil Branch [Tax Refund Shop] (롭스 롯데마트잠실점),05551
"33 Jong-ro, Jongno-gu, Seoul",,1,A03,A0302,A03020300,3103039,75,20240220152902,http://tong.visitkorea.or.kr/cms/resource/03/2788003_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2788003_image2_1.jpg,Type3,126.9814539585,37.5710121125,6,20240423094521,23,,LoL Park (롤파크),03159
"20 Bukchon-ro 4-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020900,3103076,82,20220303163446,,,,126.9862171806,37.5792251324,6,20240220161128,23,,London Bagel Museum Anguk Main Store (런던베이글뮤지엄 안국점),03059
"9, Gangnam-daero 98-gil, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2958894,79,20230202140840,,,,127.0273517651,37.5007933161,6,20240418081012,1,,Look Optical - Gangnam Branch [Tax Refund Shop] (룩옵티컬 강남),06129
"1F, 17, Majo-ro, Seongdong-gu, Seoul",,1,A04,A0401,A04011000,2958677,79,20230202133947,http://tong.visitkorea.or.kr/cms/resource/74/2878774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2878774_image3_1.jpg,Type3,127.0408710950,37.5594339699,6,20240417150835,16,,Look Optical - Hanyang Univ. Branch [Tax Refund Shop] (룩옵티컬 한양대),04760
"B1, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",B1,1,A04,A0401,A04011000,2961201,79,20230128095515,http://tong.visitkorea.or.kr/cms/resource/26/2889126_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2889126_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240418112451,24,,Look Optical - Hyundai Dongdaemun Branch [Tax Refund Shop] (룩옵티컬 현대동대문),04563
"B1, 300, Olympic-ro, Songpa-gu, Seoul",B1,1,A04,A0401,A04011000,2960124,79,20230202172934,http://tong.visitkorea.or.kr/cms/resource/32/2878932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2878932_image3_1.jpg,Type3,127.1040749597,37.5141653654,6,20240416165314,18,,Look Optical - Lotte World Mall Branch [Tax Refund Shop] (룩옵티컬 롯데월드몰),05551
"1F, 2, Myeongmul-gil, Seodaemun-gu, Seoul",,1,A04,A0401,A04011000,2955390,79,20230127170915,http://tong.visitkorea.or.kr/cms/resource/45/2888645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2888645_image3_1.jpg,Type3,126.9372472655,37.5572712502,6,20240418094508,14,,Look Optical - Sinchon Branch [Tax Refund Shop] (룩옵티컬 신촌),03777
"B188 Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2959924,79,20230206130928,,,,127.0044565170,37.5047007846,6,20240423092147,15,,Look Optical [Tax Refund Shop] (안경은얼굴이다),06545
"#1123, 87, Ogeum-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2953573,79,20230112105347,http://tong.visitkorea.or.kr/cms/resource/15/2878915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2878915_image3_1.jpg,Type3,127.1074357510,37.5146653677,6,20240423141703,18,,Lordsystem [Tax Refund Shop] (주식회사 로드시스템),05542
"6F, 176, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2954131,79,20230120132039,http://tong.visitkorea.or.kr/cms/resource/88/2891188_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2891188_image3_1.jpg,Type3,127.0035815712,37.5056062193,6,20240419100057,15,,Loro Piana [Tax Refund Shop] (로로 피아나),06546
"38, Haneul-gil, Gangseo-gu, Seoul",,1,B02,B0201,B02010100,1566743,80,20120313200944,,,,126.8029424505,37.5713561035,6,20210415193235,4,+82-2-6116-1000,Lotte City Hotel Gimpo Airport (롯데시티호텔 김포공항),07505
"109, Mapo-daero, Mapo-gu, Seoul",,1,B02,B0201,B02010100,1349149,80,20110803203148,,,,126.9512685547,37.5450590314,6,20200610232331,13,+82-2-6009-1000,Lotte City Hotel Mapo (롯데시티호텔 마포),04146
"73, Namdaemun-ro, Jung-gu, Seoul",,1,A04,A0401,A04010300,273807,79,20060908015702,http://tong.visitkorea.or.kr/cms/resource/56/668856_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/668856_image3_1.jpg,Type3,126.9815930278,37.5641934634,6,20230610062914,24,+82-2-771-2500,Lotte Department Store - Avenuel Branch (롯데백화점 (에비뉴엘)),04533
"401, Dogok-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04010300,3009279,79,20230911140013,http://tong.visitkorea.or.kr/cms/resource/47/3007047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3007047_image3_1.jpg,Type3,127.0534550587,37.4967859168,6,20230911140058,1,+82-1577-0001,LOTTE Department Store - Gangnam Store (롯데백화점 강남점),06206
"240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04010300,273692,79,20040319020448,http://tong.visitkorea.or.kr/cms/resource/49/2997949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2997949_image3_1.jpg,Type3,127.0979394903,37.5112294847,6,20230905185446,18,+82-2-2200-0111,LOTTE Department Store - Jamsil Store (롯데백화점 (잠실점)),05554
"92, Neungdong-ro, Gwangjin-gu, Seoul",,1,A04,A0401,A04010300,3009280,79,20230911140338,http://tong.visitkorea.or.kr/cms/resource/52/3007052_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3007052_image3_1.jpg,Type3,127.0712300203,37.5390535504,6,20230919183752,6,+82-1577-0001,LOTTE Department Store - Konkuk Univ.Star City Store (롯데백화점 건대스타시티점),05065
"62, Dobong-ro, Gangbuk-gu, Seoul",,1,A04,A0401,A04011000,3324467,79,20240625094451,,,,127.0305315802,37.6146468109,6,20240628085534,3,,Lotte Department Store - Mia Branch [Tax Refund Shop] (롯데백화점 미아),01215
"81, Namdaemun-ro, Jung-gu, Seoul",,1,A04,A0401,A04010300,273755,79,20040319223459,http://tong.visitkorea.or.kr/cms/resource/24/2997124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2997124_image3_1.jpg,Type3,126.9817152234,37.5647378465,6,20240517153340,24,+82-2-2200-0111,LOTTE Department Store - Myeongdong Main Store (롯데백화점 (본점)),04533
"1F, 214, Wangsan-ro, Dongdaemun-gu, Seoul",,1,A04,A0401,A04011000,2954558,79,20230202235535,http://tong.visitkorea.or.kr/cms/resource/07/2889907_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2889907_image3_1.jpg,Type3,127.0474754499,37.5805510796,6,20240423131555,11,,Lotte Department Store - Store Cheongnyangni Branch [Tax Refund Shop] (롯데백화점 청량리점),02555
"7F, 401, Dogok-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2954302,79,20230202225243,http://tong.visitkorea.or.kr/cms/resource/12/2889812_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2889812_image3_1.jpg,Type3,127.0534550587,37.4967859168,6,20240423082710,1,,Lotte Department Store - Store Gangnam Branch [Tax Refund Shop] (롯데백화점 간마점),06206
"209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,2954228,79,20230202223817,http://tong.visitkorea.or.kr/cms/resource/94/2889794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2889794_image3_1.jpg,Type3,126.9249974851,37.4905482278,6,20240418150459,5,,Lotte Department Store - Store Gwanak Branch [Tax Refund Shop] (롯데백화점 관악점),08708
"2F Lotte Department Store Jamsil Branch, 240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955569,79,20230125000149,http://tong.visitkorea.or.kr/cms/resource/61/2879261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2879261_image3_1.jpg,Type3,127.0976311526,37.5123821225,6,20240422133903,18,,Lotte Department Store - Store Jamsil Branch [Tax Refund Shop] (롯데백화점 잠실),05554
"81, Namdaemun-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2953961,79,20230202212942,http://tong.visitkorea.or.kr/cms/resource/96/2889596_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2889596_image3_1.jpg,Type3,126.9817485525,37.5647822864,6,20240423081136,24,,Lotte Department Store - Store Main Branch [Tax Refund Shop] (롯데백화점 본점),04533
"1414, Dongil-ro, Nowon-gu, Seoul",,1,A04,A0401,A04011000,2954235,79,20230202224000,,,,127.0614081608,37.6553315254,6,20240423112002,9,,Lotte Department Store - Store Nowon Branch [Tax Refund Shop] (롯데백화점 노원점),01695
"846, Gyeongin-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2957358,79,20230129151407,http://tong.visitkorea.or.kr/cms/resource/60/3007960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3007960_image3_1.jpg,Type3,126.9076761334,37.5156700003,6,20240418151017,20,,LOTTE Department Store - Yeongdeungpo Store [Tax Refund Shop] (롯데백화점 영등포점),07306
"38, Haneul-gil, Gangseo-gu, Seoul",,1,A04,A0401,A04010300,2997828,79,20230816134452,,,,126.8015844987,37.5621960337,6,20230816142349,4,+82-2-2200-0111,LOTTE Department Store – Gimpo Airport Store (롯데백화점 김포공항점),07505
"30, Eulji-ro, Jung-gu, Seoul",,1,A04,A0401,A04010400,273801,79,20050324021733,http://tong.visitkorea.or.kr/cms/resource/19/2871619_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/19/2871619_image3_1.jpeg,Type3,126.9809819395,37.5653516507,6,20221020144458,24,+82-1688-3020,Lotte Duty Free Shop - Main Branch (롯데면세점 (본점)),04533
"214, Wangsan-ro, Dongdaemun-gu, Seoul",,1,A04,A0401,A04011000,2959560,79,20230131120955,http://tong.visitkorea.or.kr/cms/resource/50/2890450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2890450_image3_1.jpg,Type3,127.0474754499,37.5805510796,6,20240418155414,11,,Lotte Himart - Cheongnyangni Branch [Tax Refund Shop] (롯데하이마트 청량리점),02555
"71, Dusan-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,2959550,79,20230206123210,http://tong.visitkorea.or.kr/cms/resource/42/2890242_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2890242_image3_1.jpg,Type3,126.8956868246,37.4706750125,6,20240418162833,8,,Lotte Himart - Geumcheon Branch [Tax Refund Shop] (롯데하이마트 금천점),08524
"330, Nowon-ro, Nowon-gu, Seoul",,1,A04,A0401,A04011000,2961120,79,20230206144232,http://tong.visitkorea.or.kr/cms/resource/28/2890228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2890228_image3_1.jpg,Type3,127.0709575326,37.6468437963,6,20240422121856,9,,Lotte Himart - Junggye Lotte Mart Branch [Tax Refund Shop] (롯데하이마트 중계롯데마트점),01746
"10, Dobong-ro, Gangbuk-gu, Seoul",,1,A04,A0401,A04011000,2959440,79,20230131115525,http://tong.visitkorea.or.kr/cms/resource/25/2890125_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2890125_image3_1.jpg,Type3,127.0307289168,37.6099834680,6,20240416160707,3,,Lotte Himart - Mia Branch [Tax Refund Shop] (롯데하이마트 미아점),01220
"106, Sinmun-ro, Yangcheon-gu, Seoul",,1,A04,A0401,A04011000,3326174,79,20240625133601,http://tong.visitkorea.or.kr/cms/resource/10/3313510_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3313510_image3_1.jpg,Type3,126.8760343404,37.5239406962,6,20240627022055,19,,Lotte Himart - Omokgyo Branch [Tax Refund Shop] (롯데하이마트 오목교점),08007
"247, Samyang-ro, Gangbuk-gu, Seoul",,1,A04,A0401,A04011000,2961171,79,20230206144838,http://tong.visitkorea.or.kr/cms/resource/08/2890308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2890308_image3_1.jpg,Type3,127.0177629888,37.6255703115,6,20240422122819,3,,Lotte Himart - Samyang Lotte Mart Branch [Tax Refund Shop] (롯데하이마트 삼양롯데마트점),01110
"80, Jungdae-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2960014,79,20230128151323,http://tong.visitkorea.or.kr/cms/resource/80/2879480_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2879480_image3_1.jpg,Type3,127.1178576736,37.4918154301,6,20240418161033,18,,Lotte Himart - Songpa Lotte Mart Branch [Tax Refund Shop] (롯데하이마트 송파롯데마트점),05833
"125, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2959558,79,20230206123258,,,,126.9046621750,37.5278879712,6,20240422112235,20,,Lotte Himart - VIC Market Yeongdeungpo Branch [Tax Refund Shop] (롯데하이마트 VIC마켓영등포점),07228
"300, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2958555,79,20230202180933,,,,127.1040749597,37.5141653654,6,20240418155812,18,,Lotte Himart - World Tower Branch [Tax Refund Shop] (롯데하이마트 월드타워점),05551
